question,assumption,plausibility,veracity,evidence_source,evidence,evidence_source_link
,"If a baby doesn't crawl at the appropriate time, it could indicate a problem.",5 (Very Plausible),TRUE,"https://www.pregnancybirthbaby.org.au/learning-to-crawl#:~:text=Babies%20usually%20start%20crawling%20when,on%20their%20arms%20and%20legs.","Not all babies crawl. Some go straight to walking and skip the crawling stage completely. But if your baby is 12 months or older and isn't crawling, or if you're concerned about any areas of your baby's development, you might ask your doctor","https://www.pregnancybirthbaby.org.au/learning-to-crawl#:~:text=Babies%20usually%20start%20crawling%20when,on%20their%20arms%20and%20legs."
,There is an average age at which babies start crawling.,5 (Very Plausible),TRUE,"https://www.pregnancybirthbaby.org.au/learning-to-crawl#:~:text=Babies%20usually%20start%20crawling%20when,on%20their%20arms%20and%20legs.", Babies usually start crawling when they are between 7 and 12 months old.,"https://www.pregnancybirthbaby.org.au/learning-to-crawl#:~:text=Babies%20usually%20start%20crawling%20when,on%20their%20arms%20and%20legs."
,There is a point at which it is considered abnormal if a baby has not started crawling.,5 (Very Plausible),TRUE,"https://www.pregnancybirthbaby.org.au/learning-to-crawl#:~:text=Babies%20usually%20start%20crawling%20when,on%20their%20arms%20and%20legs.","Not all babies crawl. Some go straight to walking and skip the crawling stage completely. But if your baby is 12 months or older and isn't crawling, or if you're concerned about any areas of your baby's development, you might ask your doctor","https://www.pregnancybirthbaby.org.au/learning-to-crawl#:~:text=Babies%20usually%20start%20crawling%20when,on%20their%20arms%20and%20legs."
,There may be reasons why a baby does not crawl at the expected time.,5 (Very Plausible),TRUE,https://www.healthychildren.org/English/ages-stages/baby/Pages/Movement-8-to-12-Months.aspx,"A few children never crawl. Instead, they use alternative methods, such as scooting on their bottoms or slithering on their stomachs. As long as your baby is coordinating each side of her body and using each arm and leg equally, there's no cause for concern.",https://www.healthychildren.org/English/ages-stages/baby/Pages/Movement-8-to-12-Months.aspx
,A call to the pediatrician may be necessary if a baby has not started crawling.,5 (Very Plausible),TRUE,https://lovevery.com/community/blog/skills-stages/crawling/,"If your baby regularly only uses one side of their body to propel themselves or push up, or doesn't show any signs of self-initiated movements, discuss it with your pediatrician. They can assess your baby's developmental path and recommend a physical or occupational therapist if needed.",https://lovevery.com/community/blog/skills-stages/crawling/
Folic acid til which month?,It is necessary to take folic acid before and during pregnancy.,3,FALSE,"https://www.nhs.uk/medicines/folic-acid/common-questions-about-folic-acid/#:~:text=Yes%2C%20you%20still%20need%20to,this%20much%20through%20diet%20alone.",Do not worry if you have not taken folic acid before conceiving or in the first 12 weeks of pregnancy. It is still likely that your baby will develop normally. Routine ultrasound checks at around 12 and 20 weeks will detect if there are any concerns.,"https://www.nhs.uk/medicines/folic-acid/common-questions-about-folic-acid/#:~:text=Yes%2C%20you%20still%20need%20to,this%20much%20through%20diet%20alone."
,There are reasons to take folic acid when attempting pregnancy.,4,TRUE,"https://www.nhs.uk/medicines/folic-acid/common-questions-about-folic-acid/#:~:text=Yes%2C%20you%20still%20need%20to,this%20much%20through%20diet%20alone.",A baby's neural tube starts developing in the first 4 weeks of pregnancy (before your first missed period). So it's best to start taking folic acid as soon as you start trying to get pregnant.,"https://www.nhs.uk/medicines/folic-acid/common-questions-about-folic-acid/#:~:text=Yes%2C%20you%20still%20need%20to,this%20much%20through%20diet%20alone."
,There can be consequences if a person desiring pregnancy doesn't take folic acid.,5 (Very Plausible),TRUE,"https://www.nhs.uk/medicines/folic-acid/common-questions-about-folic-acid/#:~:text=Yes%2C%20you%20still%20need%20to,this%20much%20through%20diet%20alone.","In the UK and Ireland in the 1980s, before women were advised to take folic acid supplements, about 1 in 200 pregnancies resulted in a baby with a neural tube defect.","https://www.nhs.uk/medicines/folic-acid/common-questions-about-folic-acid/#:~:text=Yes%2C%20you%20still%20need%20to,this%20much%20through%20diet%20alone."
,Taking too much folic acid or taking it for too long can cause harm.,4,FALSE,"https://www.nhs.uk/medicines/folic-acid/common-questions-about-folic-acid/#:~:text=Yes%2C%20you%20still%20need%20to,this%20much%20through%20diet%20alone.",Folic acid is generally very safe. Taking too much is unlikely to cause any harm.,"https://www.nhs.uk/medicines/folic-acid/common-questions-about-folic-acid/#:~:text=Yes%2C%20you%20still%20need%20to,this%20much%20through%20diet%20alone."
,There is a time during pregnancy when folic acid should be stopped.,5 (Very Plausible),FALSE,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3218540/#:~:text=4%20to%201%20mg%20folic,and%20during%20the%20postpartum%20period.","Current US recommendations include (a) for women at high risk of having a child with a NTD (such as those with a personal or family history of NTD, a prior child with a NTD, or those on anticonvulsant medications), dietary supplementation with 5 mg folic acid daily prior to conception; and (b) for all other reproductive-aged women, .4 to 1 mg folic acid daily for at least 2 to 3 months prior to conception, throughout pregnancy, and during the postpartum period.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3218540/#:~:text=4%20to%201%20mg%20folic,and%20during%20the%20postpartum%20period."
What are the 6week old infant milestones?,There are expected milestones for a 6-week-old infant.,5 (Very Plausible),TRUE,https://kidshealth.org/en/parents/development-2mos.html?ref=search,"Here are things babies usually do by this age: make sounds other than crying, react to loud noises, holds head up when on belly, moves both arms and legs, opens hands, calms down when spoken to/picked up, looks in your face, smiles when you talk, watches when you move, looks at a toy for several seconds. ",https://kidshealth.org/en/parents/development-2mos.html?ref=search
,There are variations of normal for infant milestones.,4,TRUE,https://kidshealth.org/en/parents/development-2mos.html?ref=search,"Doctors use certain milestones to tell if a baby is developing as expected. There's a wide range of what's considered normal, so some babies gain skills earlier or later than others. Babies who were born prematurely may reach milestones later. Always talk with your doctor about your baby's progress.",https://kidshealth.org/en/parents/development-2mos.html?ref=search
,Pediatricians may check for the expected milestones.,5 (Very Plausible),TRUE,https://kidshealth.org/en/parents/checkup-2mos.html,"Your doctor and/or nurse will probably: check babies weight, length, and head circumference, ask questions, listen to concerns and offer advice. ",https://kidshealth.org/en/parents/checkup-2mos.html
,There may be a concern if the baby has not reached the expected milestones.,5 (Very Plausible),TRUE,https://kidshealth.org/en/parents/checkup-2mos.html,"Talk to your doctor if your baby is not meeting one or more milestones, or you notice that your baby had skills but has lost them.",https://kidshealth.org/en/parents/checkup-2mos.html
,Failure to reach milestones may not always result in problems for children or adults later in life.,3,TRUE,https://kidshealth.org/en/parents/development-2mos.html?ref=search,"There's a wide range of what's considered normal, so some babies gain skills earlier or later than others.",https://kidshealth.org/en/parents/development-2mos.html?ref=search
How do I know if my baby is right handed?,Handedness is something that can be determined in babies.,4,FALSE,https://www.betterhealth.vic.gov.au/health/healthyliving/left-handedness,"Very young children often use both hands equally. Hand preference in the early years seems to rely on which hand is closer to the desired object; for example, a toddler may reach for a toy on their left side with their left hand because of convenience, regardless of future hand preference.",https://www.betterhealth.vic.gov.au/health/healthyliving/left-handedness
,There is a likelihood of a baby being left or right handed (or ambidextrous).,5 (Very Plausible),TRUE,"https://medlineplus.gov/genetics/understanding/traits/handedness/#:~:text=Although%20the%20percentage%20varies%20worldwide,with%20either%20hand)%20are%20uncommon.","lthough the percentage varies worldwide, in Western countries, 85 to 90 percent of people are right-handed and 10 to 15 percent of people are left-handed. Mixed-handedness (preferring different hands for different tasks) and ambidextrousness (the ability to perform tasks equally well with either hand) are uncommon.","https://medlineplus.gov/genetics/understanding/traits/handedness/#:~:text=Although%20the%20percentage%20varies%20worldwide,with%20either%20hand)%20are%20uncommon."
,There are usual ways to tell if a baby is right or left handed.,4,TRUE,https://www.frontiersin.org/articles/10.3389/fpsyg.2016.00410/full,"We have found that hand preferences are developing in a cascading fashion with preferences for earlier developing manual skills (e.g., reaching, grasping/acquisition) concatenating into preferences for later developing skills (e.g., unimanual and bimanual manipulation, artifact construction, and tool-use).",https://www.frontiersin.org/articles/10.3389/fpsyg.2016.00410/full
,Handedness becomes apparent at a certain age.,4,TRUE,https://www.betterhealth.vic.gov.au/health/healthyliving/left-handedness,"Most children have a preference for using one hand or the other by the age of about 18 months, and are definitely right or left-handed by about the age of three.",https://www.betterhealth.vic.gov.au/health/healthyliving/left-handedness
,There may be benefits to being right or left handed.,5 (Very Plausible),TRUE,https://www.betterhealth.vic.gov.au/health/healthyliving/left-handedness,"Since 90 per cent of the population is right-handed, left-handed people do experience some practical problems, including: Western writing runs left to right (smudging), they tend to learn to write back to front, implements such as scissors and circular saws are designed for the right hand, ",https://www.betterhealth.vic.gov.au/health/healthyliving/left-handedness
,It may be important to know early which hand my child is dominant in.,5 (Very Plausible),Unsure,https://www.betterhealth.vic.gov.au/health/healthyliving/left-handedness,"If your child is naturally left-handed, don't try to force them into using their right hand. While we know very little about what influences hand preference, we do know that handedness reflects the wiring of the individual brain.",https://www.betterhealth.vic.gov.au/health/healthyliving/left-handedness
What cough medicine is appropriate for breastfeeding mothers?,There are major types of cough medicine.,3,TRUE,https://medlineplus.gov/coldandcoughmedicines.html,"There are lots of different cold and cough medicines, and they do different things: nasal decongestants, cough suppressants, expectorants (loosens mucus in lungs to cough up), antihistamines, adn pain relievers. ",https://medlineplus.gov/coldandcoughmedicines.html
,Some cough medicines can be secreted in breast milk.,5 (Very Plausible),TRUE,https://www.goodrx.com/conditions/cold-symptoms/can-i-take-cold-medications-while-breastfeeding,"When it comes to cold medications, most only enter your breastmilk in small amounts, and they won't affect your baby. But others may have side effects for your baby or affect your milk supply. We'll talk about these next.",https://www.goodrx.com/conditions/cold-symptoms/can-i-take-cold-medications-while-breastfeeding
,There may be potential harm to a breast feeding baby if the mother takes certain cough medicines.,5 (Very Plausible),TRUE,https://www.healthdirect.gov.au/medicines-and-breastfeeding#affect,Some medicines can cause your baby to have diarrhoea or make them sleepy or irritable. Other medicines can change your breast milk supply.,https://www.healthdirect.gov.au/medicines-and-breastfeeding#affect
,It may be necessary to feed formula for a while if taking cough medicine.,2,FALSE,https://www.goodrx.com/conditions/cold-symptoms/can-i-take-cold-medications-while-breastfeeding,The good news is that there are several over-the-counter (OTC) cold medications you can take while breastfeeding without putting your baby at risk.,https://www.goodrx.com/conditions/cold-symptoms/can-i-take-cold-medications-while-breastfeeding
When should I start tummy time ?,Tummy time is necessary and important for babies.,5 (Very Plausible),TRUE,"https://safetosleep.nichd.nih.gov/reduce-risk/tummy-time#:~:text=Supervised%20tummy%20time%20is%20important,sometimes%20called%20%E2%80%9Cmotor%20skills%E2%80%9D)","Babies need tummy time!1 Although it does not directly reduce the risk of Sudden Infant Death Syndrome (SIDS), tummy time is an important way to help baby grow and develop.","https://safetosleep.nichd.nih.gov/reduce-risk/tummy-time#:~:text=Supervised%20tummy%20time%20is%20important,sometimes%20called%20%E2%80%9Cmotor%20skills%E2%80%9D)"
,There are benefits to doing tummy time.,5 (Very Plausible),TRUE,"https://safetosleep.nichd.nih.gov/reduce-risk/tummy-time#:~:text=Supervised%20tummy%20time%20is%20important,sometimes%20called%20%E2%80%9Cmotor%20skills%E2%80%9D)","It helps: strengthen baby's neck, shoulder, and arm muscles. Improve baby's ability to move and control their muscles. Helps prevent flat spots on baby's head","https://safetosleep.nichd.nih.gov/reduce-risk/tummy-time#:~:text=Supervised%20tummy%20time%20is%20important,sometimes%20called%20%E2%80%9Cmotor%20skills%E2%80%9D)"
,The duration of tummy time should increase gradually.,4,TRUE,"https://safetosleep.nichd.nih.gov/reduce-risk/tummy-time#:~:text=Supervised%20tummy%20time%20is%20important,sometimes%20called%20%E2%80%9Cmotor%20skills%E2%80%9D)","Most babies can start tummy time sessions a day or two after they are born. Babies benefit from having two or three short (3- to 5-minute) tummy time sessions each day. As your baby gets older, you can have longer, more regular sessions throughout the day. Pediatricians recommend that by about 2 months of age, babies be getting 15 to 30 minutes of total tummy time daily.","https://safetosleep.nichd.nih.gov/reduce-risk/tummy-time#:~:text=Supervised%20tummy%20time%20is%20important,sometimes%20called%20%E2%80%9Cmotor%20skills%E2%80%9D)"
,There may be negative consequences if tummy time isn't started.,5 (Very Plausible),TRUE,Are You Doing Tummy Time Correctly With Your Baby?connecticutchildrens.orghttps://www.connecticutchildrens.org › physical-therapy,"Babies that don't get enough tummy time might take longer to develop some motor skills. For example, they might be slower to develop core strength, coordination and balance, and take longer to build related skills like reaching and crawling.","https://www.connecticutchildrens.org/physical-therapy/are-you-doing-tummy-time-correctly-with-your-baby/#:~:text=What%20happens%20if%20my%20baby,skills%20like%20reaching%20and%20crawling."
How many calories do I need during pregnancy?,Calorie needs change during pregnancy.,5 (Very Plausible),TRUE,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6723706/#:~:text=On%20average%2C%20TDEE%20increases%20by,from%20pre%2Dpregnancy%20to%20delivery.","During the second and third trimester, the development of the fetus and pregnancy-associated changes in the mother occur, i.e., increased blood volume, cardiac output, increase energy requirements by ~390 kcal/d, with small variations between women of differing body sizes.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6723706/#:~:text=On%20average%2C%20TDEE%20increases%20by,from%20pre%2Dpregnancy%20to%20delivery."
,Calorie needs may change throughout pregnancy.,4,TRUE,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6723706/#:~:text=On%20average%2C%20TDEE%20increases%20by,from%20pre%2Dpregnancy%20to%20delivery.",energy intake requirements during the first trimester are minimally different from requirements before pregnancy,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6723706/#:~:text=On%20average%2C%20TDEE%20increases%20by,from%20pre%2Dpregnancy%20to%20delivery."
,There are potential harms associated with not getting enough calories during pregnancy.,4,TRUE,"Centers for Disease Control and Prevention (.gov)Jun 13, 2022Weight Gain During Pregnancy | Maternal and Infant Health","Gaining less than the recommended amount of weight in pregnancy is associated with delivering a baby who is too small. Some babies born too small may have difficulty starting breastfeeding, may be at increased risk for illness, and may experience developmental delays","https://www.cdc.gov/reproductivehealth/maternalinfanthealth/pregnancy-weight-gain.htm#:~:text=wr%2Fmm6540a10.htm-,Why%20Is%20It%20Important%20to%20Gain%20the%20Recommended%20Amount%20of,baby%20who%20is%20too%20small."
,There are potential harms associated with getting too many calories during pregnancy.,4,TRUE,"Centers for Disease Control and Prevention (.gov)Jun 13, 2022Weight Gain During Pregnancy | Maternal and Infant Health","Gaining more than the recommended amount of weight in pregnancy is associated with having a baby who is born too large, which can lead to delivery complications, cesarean delivery, and obesity during childhood. Gaining more than the recommended amount of weight can also increase the amount of weight you hold on to after pregnancy, which can lead to obesity.","https://www.cdc.gov/reproductivehealth/maternalinfanthealth/pregnancy-weight-gain.htm#:~:text=wr%2Fmm6540a10.htm-,Why%20Is%20It%20Important%20to%20Gain%20the%20Recommended%20Amount%20of,baby%20who%20is%20too%20small."
Are swimming classes okay for my 6 month old?,Starting babies in swimming classes early is important.,4,Unsure,"https://www.healthychildren.org/English/safety-prevention/at-play/Pages/Swim-Lessons.aspx#:~:text=Recent%20studies%20suggest%20that%20water,start%20building%20swim%20readiness%20skills.",Recent studies suggest that water survival skills training and swim lessons can help reduce drowning risk for children between ages 1-4. Classes that include both parents and their children also are a good way to introduce good water safety habits and start building swim readiness skills.,"https://www.healthychildren.org/English/safety-prevention/at-play/Pages/Swim-Lessons.aspx#:~:text=Recent%20studies%20suggest%20that%20water,start%20building%20swim%20readiness%20skills."
,There is a best time to start a baby in swimming classes.,4,TRUE,"https://www.healthychildren.org/English/safety-prevention/at-play/Pages/Swim-Lessons.aspx#:~:text=Recent%20studies%20suggest%20that%20water,start%20building%20swim%20readiness%20skills.",The AAP recommends swim lessons as a layer of protection against drowning that can begin for many children starting at age 1.,"https://www.healthychildren.org/English/safety-prevention/at-play/Pages/Swim-Lessons.aspx#:~:text=Recent%20studies%20suggest%20that%20water,start%20building%20swim%20readiness%20skills."
,There are certain developmental milestones that a baby must have reached to start swimming classes.,5 (Very Plausible),FALSE,"https://www.healthychildren.org/English/safety-prevention/at-play/Pages/Swim-Lessons.aspx#:~:text=Recent%20studies%20suggest%20that%20water,start%20building%20swim%20readiness%20skills.","there is currently no evidence that infant swim programs for babies under 1 year old lower their drowning risk. Infants this age may show reflex ""swimming"" movements but can't yet raise their heads out of the water well enough to breathe.","https://www.healthychildren.org/English/safety-prevention/at-play/Pages/Swim-Lessons.aspx#:~:text=Recent%20studies%20suggest%20that%20water,start%20building%20swim%20readiness%20skills."
,There may be harm that can occur if swimming classes are started too early.,5 (Very Plausible),TRUE,https://pubmed.ncbi.nlm.nih.gov/38010302/,"These findings suggest that while experience in baby swimming programs promoted more adaptive behaviors on drop-offs leading into bodies of water, sloped entries may heighten drowning risks for young children with greater familiarity with water.",https://pubmed.ncbi.nlm.nih.gov/38010302/
,There are things to consider to ensure safe swimming lessons for a 6 month old.,5 (Very Plausible),TRUE,"https://www.healthychildren.org/English/safety-prevention/at-play/Pages/Swim-Lessons.aspx#:~:text=Recent%20studies%20suggest%20that%20water,start%20building%20swim%20readiness%20skills.","Include ""touch supervision."" Whenever infants and toddlers are in or around water—even during swim lessons―an adult should be within arm's reach to provide ""touch supervision."" Parent participation should be encouraged, especially since it also helps families know what to practice in between classes. If you can't be in the water with your child, look for private classes that offer 1-on-1 instruction.","https://www.healthychildren.org/English/safety-prevention/at-play/Pages/Swim-Lessons.aspx#:~:text=Recent%20studies%20suggest%20that%20water,start%20building%20swim%20readiness%20skills."
Which baby bottles are recommended by lactation consultants?,There are pros and cons to both bottle feeding and breastfeeding.,4,TRUE,https://kidshealth.org/en/parents/breast-bottle-feeding.html,"Here are other reasons women may choose to bottle feed: convenience (anyone can feed baby at any time), flexibilty (once bottles are made, mother can leave baby with other caregivers).  ",https://kidshealth.org/en/parents/breast-bottle-feeding.html
,There are different types of baby bottles.,5 (Very Plausible),TRUE,https://www.nationwidechildrens.org/family-resources-education/health-wellness-and-safety-resources/helping-hands/choosing-a-bottle-flow-rate,"There are many bottle brands, nipple sizes and styles of bottles to choose from. Some bottles are designed to look like a human nipple. Other bottles are designed to decrease colic or reflux.",https://www.nationwidechildrens.org/family-resources-education/health-wellness-and-safety-resources/helping-hands/choosing-a-bottle-flow-rate
,There is a way to determine which type of baby bottle is better than another.,4,TRUE,https://www.massgeneral.org/children/feeding/choosing-a-bottle-for-your-baby,"When looking for a bottle and nipple for your baby, it's important to look for 2 things: nipple flow rate and shape. Some bottle systems come with nipples that are a faster flow and are for older babies and/or babies who feed vigorously and can handle a faster flow. Some are also designed for babies who are on thickened feedings.",https://www.massgeneral.org/children/feeding/choosing-a-bottle-for-your-baby
,It is important to pick the correct baby bottle to avoid feeding or other problems with my baby.,5 (Very Plausible),TRUE,https://www.massgeneral.org/children/feeding/choosing-a-bottle-for-your-baby,"When looking for a bottle and nipple for your baby, it's important to look for 2 things: nipple flow rate and shape. Some bottle systems come with nipples that are a faster flow and are for older babies and/or babies who feed vigorously and can handle a faster flow. Some are also designed for babies who are on thickened feedings.",https://www.massgeneral.org/children/feeding/choosing-a-bottle-for-your-baby
,Lactation consultants are the experts on which baby bottles to use.,5 (Very Plausible),TRUE,"https://answers.childrenshospital.org/lactation-consultants/#:~:text=Lactation%20specialists%20can%20help%20women,your%20baby's%20specific%20feeding%20needs.","Lactation specialists can help women manage breast engorgement and comfortably decrease their milk supply. They can also answer questions and provide tips about bottle feeding, such as the best bottles or nipples to use for your baby's specific feeding needs.","https://answers.childrenshospital.org/lactation-consultants/#:~:text=Lactation%20specialists%20can%20help%20women,your%20baby's%20specific%20feeding%20needs."
How can I push the baby out of my vaginal canal?,There is a way to push a baby out of the vaginal canal.,5 (Very Plausible),TRUE,https://my.clevelandclinic.org/health/articles/23097-vaginal-delivery,A vaginal delivery is when a person gives birth through their vagina. Vaginal deliveries are the most common and most preferred method of delivery. This is because they are typically low-risk and carry the most benefits to the birthing person and baby.,https://my.clevelandclinic.org/health/articles/23097-vaginal-delivery
,It may be necessary to push a baby out of the vaginal canal.,5 (Very Plausible),TRUE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1804305/,"The “old way” of assisting women during second-stage labor typically involves pushing immediately at 10 cm regardless of whether the woman has an urge to push;. the best approach based on current evidence is to encourage the woman to do whatever comes naturally; for example, bearing down and holding it as long as she can, rather than insisting that she hold her breath for 10 to 15 seconds to the count of 10",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1804305/
,There may be negative side effects to pushing a baby out of the vaginal canal.,5 (Very Plausible),TRUE,https://my.clevelandclinic.org/health/articles/23097-vaginal-delivery,"vaginal deliveries carry the least risk but can still come with complications: failure to progress, irregular fetal heart rate, hemmorrhage, vaginal tears, deep vein thrombosis, postpartum preeclampsia.  ",https://my.clevelandclinic.org/health/articles/23097-vaginal-delivery
,There may be negative side effects to not pushing a baby out of the vaginal canal.,5 (Very Plausible),TRUE,https://my.clevelandclinic.org/health/treatments/7246-cesarean-birth-c-section,"Risks of a C-section include: infection, loss of blood, blood clot, injury to bowel or bladder, weakened uterine wall, fetal injury, more difficult recovery, more likely to have c-section in the future. ",https://my.clevelandclinic.org/health/treatments/7246-cesarean-birth-c-section
,I don't want the baby to stay in my vaginal canal for too long.,4,TRUE,"https://birthinjurylawyer.com/delayed-birth/what-happens-if-baby-stays-in-birth-canal-too-long/#:~:text=Babies%20who%20stay%20in%20the,at%20risk%20of%20physical%20injury.","Babies who stay in the birth canal too long may be at greater risk for developmental diseases including but not limited to cerebral palsy, attention deficit hyperactivity disorder (ADHD), autism, and more. Furthermore, both the child and the mother are at risk of physical injur","https://birthinjurylawyer.com/delayed-birth/what-happens-if-baby-stays-in-birth-canal-too-long/#:~:text=Babies%20who%20stay%20in%20the,at%20risk%20of%20physical%20injury."
,I'm not sure how to push the baby out.,5 (Very Plausible),FALSE,https://my.clevelandclinic.org/health/articles/23097-vaginal-delivery,"In this stage of labor, you experience strong contractions and begin pushing. You may feel pressure or like you need to poop. Your healthcare provider may coach you through pushing, especially if you've had an epidural and can't feel contractions.",https://my.clevelandclinic.org/health/articles/23097-vaginal-delivery
,I'm very worried about the pain/discomfort I may experience in the final stages of labor/delivery.,5 (Very Plausible),TRUE,https://my.clevelandclinic.org/health/articles/23097-vaginal-delivery,"is vaginal delivery painful? Yes, it can be painful. There are many options to help manage your pain during a vaginal delivery. Some people choose to get an epidural block. An epidural numbs your body from the waist down. Discuss your options for pain relief with your healthcare provider.",https://my.clevelandclinic.org/health/articles/23097-vaginal-delivery
,The baby could be harmed by being in the vaginal canal too,3,TRUE,"https://birthinjurylawyer.com/delayed-birth/what-happens-if-baby-stays-in-birth-canal-too-long/#:~:text=Babies%20who%20stay%20in%20the,at%20risk%20of%20physical%20injury.","Babies who stay in the birth canal too long may be at greater risk for developmental diseases including but not limited to cerebral palsy, attention deficit hyperactivity disorder (ADHD), autism, and more. Furthermore, both the child and the mother are at risk of physical injur","https://birthinjurylawyer.com/delayed-birth/what-happens-if-baby-stays-in-birth-canal-too-long/#:~:text=Babies%20who%20stay%20in%20the,at%20risk%20of%20physical%20injury."
When should my baby start holding her own bottle ?,Babies can safely hold a bottle at a certain age.,5 (Very Plausible),TRUE,https://www.pampers.com/en-us/baby/development/article/when-do-babies-hold-their-own-bottle,"Between the ages of 6 and 8 months, most babies acquire the necessary fine motor skills to be able to hold objects such as cups and bottles with their hands and fingers.",https://www.pampers.com/en-us/baby/development/article/when-do-babies-hold-their-own-bottle
,There may be some potential dangers associated with a baby holding their own bottle.,4,TRUE,https://www.pampers.com/en-us/baby/development/article/when-do-babies-hold-their-own-bottle,"Even if your baby can hold their own bottle, that doesn't mean that your baby should hold their own bottle. They could fall asleep with the bottle in their mouth, which can lead to tooth decay, ear infections, and even choking. ",https://www.pampers.com/en-us/baby/development/article/when-do-babies-hold-their-own-bottle
,There may be a potential delay in future developmental milestones if the baby does not hold their own bottle.,4,Unsure,https://www.pampers.com/en-us/baby/development/article/when-do-babies-hold-their-own-bottle,"There really is no need to teach your baby to hold their own bottle, since you can already start teaching them to drink from a cup around 6 months of age. This is around the same time that babies learn how to grasp objects with both hands. So instead of teaching your baby to hold their bottle, focus on teaching them to hold a cup and drink from a cup. At first you'll need to hold the cup for them, but they'll eventually learn to confidently hold and handle the cup.",https://www.pampers.com/en-us/baby/development/article/when-do-babies-hold-their-own-bottle
How long will it take a baby to poop from breastfeeding?,Breastfeeding may impact a baby's bowel movements.,5 (Very Plausible),TRUE,https://pubmed.ncbi.nlm.nih.gov/30402945/,Exclusively breastfed infants produced more stools than exclusively formula fed infants during the first two months and more liquid stools during the first three.,https://pubmed.ncbi.nlm.nih.gov/30402945/
,There are normal expectations for a baby's bowel movements.,5 (Very Plausible),TRUE,"https://www.cdc.gov/nutrition/infantandtoddlernutrition/breastfeeding/newborn-breastfeeding-basics.html#:~:text=After%20the%20first%20week%2C%20poop,have%20fewer%20poops%20each%20day.","After the first week, poop from babies who have received only breast milk will be yellow and can look seedy. After the first week up to about 6 weeks, your baby might have 6 or more poops a day (24 hours). After about 6 weeks, your baby may have fewer poops each day.","https://www.cdc.gov/nutrition/infantandtoddlernutrition/breastfeeding/newborn-breastfeeding-basics.html#:~:text=After%20the%20first%20week%2C%20poop,have%20fewer%20poops%20each%20day."
How do you know if the baby has hair?,Babies start to grow hair at a certain point in their development.,4,TRUE,https://www.babycenter.com/pregnancy/your-baby/fetal-development-your-babys-hair_40005852,Hair follicles start to form deep in your baby's skin by 14 weeks of pregnancy.,https://www.babycenter.com/pregnancy/your-baby/fetal-development-your-babys-hair_40005852
,The amount and velocity of hair growth may vary from baby to baby.,4,TRUE,https://www.babycenter.com/pregnancy/your-baby/fetal-development-your-babys-hair_40005852,"By 22 weeks, hair is visible on your baby's head – and may grow like a weed or only slightly by the end of pregnancy. In the weeks after hair starts growing, cells that produce melanin get to work and begin to add color to the strands.",https://www.babycenter.com/pregnancy/your-baby/fetal-development-your-babys-hair_40005852
,It may be possible to see hair on an ultrasound during pregnancy.,4,TRUE,"https://babyproofs.com/faq.html#:~:text=Many%20parents%20wonder%20if%20they,pick%20up%20strands%20of%20hair!","Unfortunately 3D/4D ultrasound technology cannot see any hair on the baby, however standard 2d (black and white) ultrasound can usually pick up strands of hair!","https://babyproofs.com/faq.html#:~:text=Many%20parents%20wonder%20if%20they,pick%20up%20strands%20of%20hair!"
How old before my baby grows a tooth?,There is an average age at which babies get their first tooth.,5 (Very Plausible),TRUE,"https://www.healthychildren.org/English/ages-stages/baby/teething-tooth-care/Pages/Babys-First-Tooth-Facts-Parents-Should-Know.aspx#:~:text=Many%20parents%20question%20whether%20or,appears%20around%206%20months%20old.","There is a wide range of variability of when a first tooth may appear, but a first tooth usually appears around 6 months old.","https://www.healthychildren.org/English/ages-stages/baby/teething-tooth-care/Pages/Babys-First-Tooth-Facts-Parents-Should-Know.aspx#:~:text=Many%20parents%20question%20whether%20or,appears%20around%206%20months%20old."
,There is such a thing as delayed tooth development.,3,TRUE,https://medlineplus.gov/ency/article/003061.htm,An infant with delayed or absent tooth formation may have other symptoms and signs that indicate a specific medical condition.,https://medlineplus.gov/ency/article/003061.htm
,There may be some ramifications of delayed tooth development.,4,TRUE,https://medlineplus.gov/ency/article/003061.htm,"An infant with delayed or absent tooth formation may have other symptoms and signs that indicate a specific medical condition. Medical tests are not often needed. Most of the time, delayed tooth formation is normal. Dental x-rays may be done.",https://medlineplus.gov/ency/article/003061.htm
,There may be some treatments available if teeth don't come in when expected.,3,TRUE,https://medlineplus.gov/ency/article/003061.htm,"Sometimes, children or adults are missing teeth they never developed. Cosmetic or orthodontic dentistry can correct this problem.",https://medlineplus.gov/ency/article/003061.htm
,Growing a tooth too early or too late may not be ideal.,5 (Very Plausible),TRUE,https://www.hindawi.com/journals/isrn/2013/956269/,"The occurrence of natal and neonatal teeth is an uncommon anomaly. Early detection and treatment of these teeth are recommended because they may induce deformity or mutilation of tongue, dehydration, inadequate nutrients intake by the infant, and growth retardation, the pattern and time of eruption of teeth and its morphology.",https://www.hindawi.com/journals/isrn/2013/956269/
