question,assumption,plausibility,veracity,evidence_source,evidence,evidence_source_link
How many shots does an infant get ?,There is a recommended number of vaccines for infants.,5 (Very Plausible),TRUE,Childhood Immunization Schedule: Vaccines By Age,"""By the age of 15 months, your baby may receive up to 10 different types of vaccines. The American Academy of Pediatrics recommends all healthy babies receive these initial vaccines.""",https://my.clevelandclinic.org/health/articles/11288-childhood-immunization-schedule
,There is a recommended vaccination schedule for infants.,5 (Very Plausible),TRUE,Childhood Immunization Schedule: Vaccines By Age,"""The childhood schedule of immunizations is the best way to protect your child against many different infections and diseases.""",https://my.clevelandclinic.org/health/articles/11288-childhood-immunization-schedule
,There may be specific vaccinations that infants receive at different ages.,5 (Very Plausible),TRUE,Childhood Immunization Schedule: Vaccines By Age,"""Your child should receive their first doses of most vaccines during their first two years of life. They may need several doses of the vaccines to reach full protection. For example, the CDC recommends children receive their first dose of the measles, mumps and rubella (MMR) vaccine at 12 months of age or older. They should then receive a second dose before entering elementary school (about 4 to 6 years of age). Your baby can get their childhood vaccines at their regularly scheduled well-baby checkups.""",https://my.clevelandclinic.org/health/articles/11288-childhood-immunization-schedule
,Vaccination recommendations may not be the same for all infants.,4,TRUE,Childhood Immunization Schedule: Vaccines By Age,"""If your child has a chronic condition or a weakened immune system, their pediatrician may recommend a different schedule.""",https://my.clevelandclinic.org/health/articles/11288-childhood-immunization-schedule
,Infants are supposed to receive multiple vaccines.,5 (Very Plausible),TRUE,Childhood Immunization Schedule: Vaccines By Age,"""... children should be given their vaccines as quickly as possible to give them protection during the vulnerable early months of their lives... giving several shots at the same time means fewer office visits. This saves parents time and money, and can be less traumatic for the child.""",https://my.clevelandclinic.org/health/articles/11288-childhood-immunization-schedule
,Vaccines are an important preventative measure to keep my baby healthy.,4,TRUE,Multiple Vaccinations at Once | Vaccine Safety | CDC,"""Vaccines are the best defense against infections that may have serious complications such as pneumonia, meningitis, cancer, and even death.""","https://www.cdc.gov/vaccinesafety/concerns/multiple-vaccines-immunity.html#:~:text=Giving%20a%20child%20several%20vaccines,time%20means%20fewer%20office%20visits."
,Infants receive shots for serious diseases.,4,TRUE,Multiple Vaccinations at Once | Vaccine Safety | CDC,"""DC recommends vaccinations before the age of two years to protect children against 14 infectious diseases: measles, mumps, rubella (German measles), varicella (chickenpox), hepatitis A, hepatitis B, diphtheria, tetanus, pertussis (whooping cough), Haemophilus influenzae Type b (Hib), polio, influenza (flu), rotavirus, and pneumococcal diseases""","https://www.cdc.gov/vaccinesafety/concerns/multiple-vaccines-immunity.html#:~:text=Giving%20a%20child%20several%20vaccines,time%20means%20fewer%20office%20visits."
,Too many shots at once can overwhelm an infant's immune system.,3,FALSE,Multiple Vaccinations at Once | Vaccine Safety | CDC,"""Scientific data show that getting several vaccines at the same time does not cause any chronic health problems. A number of studies have been done to look at the effects of giving various combinations of vaccines, and when every new vaccine is licensed, it has been tested along with the vaccines already recommended for a particular aged child. The recommended vaccines have been shown to be as effective in combination as they are individually.""",https://www.cdc.gov/vaccinesafety/concerns/multiple-vaccines-immunity.html#:
,Infants may not be able to handle the pain from shots.,2,FALSE,How to Hold Your Child during Vaccinations | CDC,"""A parent’s embrace during vaccination offers several benefits. A comforting hold:
Safely prevents children from moving their arms and legs during injections
Avoids frightening children by embracing them rather than overpowering them
Encourages parents to nurture and comfort their child
Allows the health care professional steady control of the limb and the injection site""",https://www.cdc.gov/vaccines/parents/visit/holds-factsheet.html
How can I prevent my baby peeing through diaper?,There may be specific diaper brands that offer better leakage protection.,4,TRUE,Diapering Made Easy,"""Diaper sizes and shapes vary among manufacturers. Your baby may fit a certain brand for many months, then it suddenly starts leaking. Try a different brand if the one you are using is not working.""",https://www.nationwidechildrens.org/family-resources-education/family-resources-library/diapering-made-easy
,It may be necessary to change my baby's diaper more frequently to prevent leaks.,4,TRUE,Diaper Rash | Boston Children's Hospital,"""change diapers frequently: The most important thing is to keep the area dry and clean""",https://www.childrenshospital.org/conditions/diaper-rash
,My baby's clothing may be a factor in diaper leaks.,5 (Very Plausible),FALSE,Kidshealth: Diapering Your Baby | Akron Children's Hospital,"""Other cloth-diapering accessories include absorbent liners (some are flushable), diaper doublers for extra protection at night, and diaper covers to help prevent leaks.""",https://www.akronchildrens.org/kidshealth/en/parents/diapering.html
,My baby's gender may be a factor in diaper leakage.,4,TRUE,Diapering Your Baby - Connecticut Children's,"""If diapering a boy, place the penis in a downward position before fastening the diaper. This will help prevent leaks from creeping up above the waistline.""",https://www.connecticutchildrens.org/health-library/en/parents/diapering/
,There may be gender-specific tips to prevent diaper leaks.,5 (Very Plausible),TRUE,Changing Diapers - HealthyChildren.org,"""If you can get the diaper on without being doused but nevertheless find yourself faced with urine sneaking out of your baby boy's diapers, you can also try aiming his penis downward before covering it with the diaper.""",https://www.healthychildren.org/English/ages-stages/baby/diapers-clothing/Pages/Changing-Diapers.aspx
,My baby's diet may be contributing to increased urine and diaper leaks.,3,TRUE,Diapers and Diaper Rash,"""The number of wet diapers is a helpful sign of how much fluid the baby is taking in.""",https://www.nationwidechildrens.org/conditions/health-library/diapers-and-diaper-rash
,Diaper leaks can be a sign that the diaper is not absorbent enough.,4,TRUE,Disposable vs. Cloth Diapers: The Straight Poop,"""Compared with disposables, cloth diapers are more prone to leaks""",https://www.stanfordchildrens.org/en/topic/default?id=disposable-vs-cloth-diapers-the-straight-poop-88-p11030
How do you know when your baby is full?,There are signals or cues that a baby will make when they are full.,5 (Very Plausible),TRUE,Signs Your Child is Hungry or Full | Nutrition | CDC,"""Your child may be full if he or she:
Closes mouth.
Turns head away from breast or bottle.
Relaxes hands.""",https://www.cdc.gov/nutrition/infantandtoddlernutrition/mealtime/signs-your-child-is-hungry-or-full.html
,"The overall body language of a baby may change before, during, and after feeding.",4,TRUE,https://www.cdc.gov/nutrition/infantandtoddlernutrition/mealtime/signs-your-child-is-hungry-or-full.html ,"""Even before your child can talk, he or she will show signs of hunger or fullness by using sounds and movements.""",https://www.cdc.gov/nutrition/infantandtoddlernutrition/mealtime/signs-your-child-is-hungry-or-full.html 
,A baby may show signs of disinterest or distraction during feeding when they are full.,5 (Very Plausible),TRUE,Baby's Hunger Cues | WIC Breastfeeding Support,"""If your baby doesn't seem interested or doesn't want to latch, they may not be hungry anymore.""",https://wicbreastfeeding.fns.usda.gov/babys-hunger-cues
,Babies typically have a certain frequency and duration of feeding.,3,FALSE,Feeding Guide for the First Year | Johns Hopkins Medicine,"""Follow your child’s feeding cues and resist forcing a schedule. Instead, rely on keeping track of wet diapers and your child’s growth to judge whether he or she is receiving enough breast milk. A mother’s milk changes as the infant grows, and feeding habits change as well in order to best meet a child’s needs. If you have any questions about whether your child is receiving enough breast milk, ask your health care provider.""",https://www.hopkinsmedicine.org/health/wellness-and-prevention/feeding-guide-for-the-first-year
,Recognizing when a baby is full is a learned skill for parents.,5 (Very Plausible),TRUE,https://www.cdc.gov/nutrition/infantandtoddlernutrition/mealtime/signs-your-child-is-hungry-or-full.html ,"""Look for other signs of hunger listed below so you can put your child to the breast or bottle while he or she is still calm. As your child gets older, he or she will develop new signs for hunger and fullness. Understanding your child’s signs is important to help you know when and how often to feed your child.""",https://www.cdc.gov/nutrition/infantandtoddlernutrition/mealtime/signs-your-child-is-hungry-or-full.html 
What are the stages in an infants life?,Infants go through key developmental milestones.,5 (Very Plausible),TRUE,CDC’s Developmental Milestones | CDC,"""Skills such as taking a first step, smiling for the first time, and waving “bye bye” are called developmental milestones. Children reach milestones in how they play, learn, speak, act, and move.
2 months, 4 months, 6 months, 9 months, 1 year, 15 months, 18 months, 2 years, 30 months, 3 years, 4 years, 5 years""",https://www.cdc.gov/ncbddd/actearly/milestones/index.html
,There are growth patterns in the first few months of life.,4,TRUE,Newborn Development: 0-1 month - Children's Hospital of Orange County,"""In the first month of life, babies usually catch up and surpass their birthweight, then steadily continue to gain weight. A weight loss up to about 10 percent of birthweight is normal in the first two to three days after birth. However, the baby should have gained this back and be at his or her birthweight by about two weeks. While all babies may grow at a different rate, the following indicates the average for boys and girls up to 1 month of age:
Weight: after the first two weeks, should gain about 1 ounce each day
Average length at birth: 20 inches for boys, 19 3/4 inches for girls
Average length at one month: 21 1/2 inches for boys, 21 inches for girls
Head size: increases to slightly less than 1 inch more than birth measurement by the end of the first month""",https://www.choc.org/primary-care/ages-stages/newborn/
,There is a standard physical and cognitive development pattern that infants follow.,5 (Very Plausible),TRUE,Child Development Basics | CDC,"""Parents, grandparents, early childhood providers, and other caregivers can participate in developmental monitoring, which observes how your child grows and changes over time and whether your child meets the typical developmental milestones in playing, learning, speaking, behaving, and moving.""",https://www.cdc.gov/ncbddd/childdevelopment/facts.html
,There are signs of readiness for various developmental milestones.,4,Unsure,Developmental Milestones | Children's Hospital of Philadelphia,"""Milestones are different for each age range. These milestones are behaviors that emerge over time, forming the building blocks for growth and continued learning.""",https://www.chop.edu/primary-care/developmental-milestones
How do you know if the baby is sunny side up?,Sunny side up is a term used to describe a specific position of the baby during childbirth.,5 (Very Plausible),TRUE,Your Guide to Fetal Positions before Childbirth,"""In this position, baby is still head down towards the cervix, but is facing its mama’s front side. This position is also known as “sunny side up,” and is associated with uncomfortable back labor and a longer delivery. """,https://www.lancastergeneralhealth.org/health-hub-home/motherhood/your-pregnancy/your-guide-to-fetal-positions-before-childbirth
,"The optimal position for a baby during childbirth may not be ""sunny side up.""",3,TRUE,Your Guide to Fetal Positions before Childbirth,"""While not as ideal as a cephalic presentation, it’s very likely that you can still deliver your baby vaginally in this position.""",https://www.lancastergeneralhealth.org/health-hub-home/motherhood/your-pregnancy/your-guide-to-fetal-positions-before-childbirth
,The position of the baby during labor can be determined by a healthcare provider.,3,TRUE,Your Guide to Fetal Positions before Childbirth,"""As you near the final weeks of your pregnancy, your provider will closely examine your baby’s position in the womb.""",https://www.lancastergeneralhealth.org/health-hub-home/motherhood/your-pregnancy/your-guide-to-fetal-positions-before-childbirth
,"There may be risks or complications associated with a baby being ""sunny side up"" during childbirth.",4,TRUE,Fetal Positions for Birth,"""This increases the chance of a painful and prolonged delivery.""",https://my.clevelandclinic.org/health/articles/9677-fetal-positions-for-birth
,The position of the baby can potentially be assessed during prenatal visits.,3,TRUE,Fetal Positions for Birth,"""Your healthcare provider will check the position of the baby by touching your abdomen during your regular appointments. This will happen during most of your appointments in the third trimester. In some cases, your provider may also do an ultrasound to check the baby’s position.""",https://my.clevelandclinic.org/health/articles/9677-fetal-positions-for-birth
What kind of instrument is good for my baby?,Learning a musical instrument at a young age may enhance cognitive development in children.,5 (Very Plausible),TRUE,"How musical training affects cognitive development: rhythm, reward and other modulating variables - PMC","""In this review of the literature we show that musical training in childhood not only enhances many cognitive functions but is accompanied by neuroplastic changes in brain structure and function.""",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3957486/
,There are instruments that are considered safe for babies.,4,TRUE,How music affects your baby’s brain: Mini Parenting Master Class,"""The best musical instruments you can buy for your children would include toy drum, shakers or rattles, glockenspiel, xylophones, maracas.""",https://www.unicef.org/parenting/child-development/how-music-affects-your-babys-brain-class
,There are age-appropriate guidelines for introducing musical instruments to a baby.,5 (Very Plausible),Unsure,Benefits of Musical Instruments For Babies & Toddlers,"""Playing with instruments provides your baby with stimulation and helps to develop their brain’s neural pathways. It also helps them to develop their coordination and fine motor skills.""","https://www.melbournemusiccentre.com.au/blogs/news/benefits-of-musical-instruments-for-babies-toddlers#:~:text=Playing%20with%20instruments%20provides%20your,coordination%20and%20fine%20motor%20skills."
,Different instruments can contribute to a baby's development in different ways.,4,Unsure,"How musical training affects cognitive development: rhythm, reward and other modulating variables - PMC","""Being able to synchronize to an external rhythm while playing an instrument requires not only fine motor skills but also good auditory-motor coordination and sensorimotor integration—capacities that are also vital in planning and executing movements in general... Instrumental training is a multisensory motor experience, typically initiated at an early age. Playing an instrument requires a host of skills, including reading a complex symbolic system (musical notation) and translating it into sequential, bimanual motor activity dependent on multisensory feedback; developing fine motor skills coupled with metric precision; memorizing long musical passages; and improvising within given musical parameters.""",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3957486/
,There are instruments designed specifically for certain age groups of babies.,2,Unsure,Musical Development Matters in the Early Years,"""Ensure that instruments are accessible so that babies can independently play them. Experiment with levels to support babies to play instruments.""",https://theburydirectory.co.uk/storage/2760/musical-development-matters_1.pdf
,There are instruments that are suitable for infants and others that are suitable for toddlers.,4,Unsure,How music affects your baby’s brain: Mini Parenting Master Class,"There are many ways in which you can create music with your child for free. Vocal chords are the only innate instruments that are created in a human being.
There are other instruments that we can use, which is percussion like clapping, snapping, stomping and patting on your thighs.
Also, there is  tons of stuff around your home such as if you get a wooden spoon and play it on a pot, you can play it with your child.""",https://www.unicef.org/parenting/child-development/how-music-affects-your-babys-brain-class
,Introducing my baby to music early may foster a lifelong love for and appreciation of music.,3,Unsure,The Effect of Musical Stimulation and Mother’s Voice on the Early Development of Musical Abilities: A Neuropsychological Perspective - PMC,"""Processing music therefore requires a complex analysis of various aspects of the music coming to the ears—an analysis made possible by the development of complex neuronal networks activating numerous parts of the brain, from the brain stem stimulating the higher parts of the nervous system, through the limbic system, to the cerebral cortex, including not only the temporal lobes, but also the frontal, occipital, and parietal lobes of both hemispheres""",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8393253/
,Playing a musical instrument can have positive effects on a child's well-being.,5 (Very Plausible),TRUE,How music affects your baby’s brain: Mini Parenting Master Class,"""Parents can build on these natural instincts by learning how music can impact child development, improve social skills, and benefits kids of all ages.""",https://www.unicef.org/parenting/child-development/how-music-affects-your-babys-brain-class
How do I know when I lose mucus plug ?,The mucus plug is lost at some point during pregnancy or childbirth.,5 (Very Plausible),TRUE,"Mucus Plug: What It Is, Looks Like & Means","""You will lose this plug as your cervix begins to dilate (open) and efface (soften and thin) in preparation for labor.""",https://my.clevelandclinic.org/health/symptoms/21606-mucus-plug
,The loss of the mucus plug is a significant milestone during pregnancy.,4,Unsure,"Mucus Plug: What It Is, Looks Like & Means","""Losing your mucus plug generally means your cervix has started to dilate, efface or both. It means labor is around the corner, but there is not an exact time for how soon after other labor symptoms will start. In some cases, you may already be in labor when you lose your mucus plug.""",https://my.clevelandclinic.org/health/symptoms/21606-mucus-plug
,There is a specific time during pregnancy when the mucus plug will most likely be lost.,5 (Very Plausible),TRUE,"Mucus Plug: What It Is, Looks Like & Means","""Most people don't lose their mucus plug until after 37 weeks of pregnancy. In some cases, losing the mucus plug happens days or weeks before your baby’s due date. Some people don't lose it until they're in labor.""",https://my.clevelandclinic.org/health/symptoms/21606-mucus-plug
,There are common signs and symptoms accompanying the loss of the mucus plug.,5 (Very Plausible),TRUE,"Mucus Plug: What It Is, Looks Like & Means","""The most noticeable sign is seeing mucus in your underwear or on toilet paper.""",https://my.clevelandclinic.org/health/symptoms/21606-mucus-plug
,There is a way to identify the loss of the mucus plug.,5 (Very Plausible),TRUE,"Mucus Plug: What It Is, Looks Like & Means","""The look, size and texture will vary. The mucus plug is usually:
Clear, off-white or slightly bloody (red, brown or pink) in color.
Stringy, sticky and jelly-like in texture.
1 to 2 inches in length.
1 to 2 tablespoons in volume.
Relatively odorless""",https://my.clevelandclinic.org/health/symptoms/21606-mucus-plug
,There will be a sign or symptom that is noticeable when the mucus plug is lost.,5 (Very Plausible),FALSE,"Mucus Plug: What It Is, Looks Like & Means","""Not all people know when they lose their mucus plug.""",https://my.clevelandclinic.org/health/symptoms/21606-mucus-plug
,The loss of the mucus plug can occur without any noticeable symptoms.,4,TRUE,The Mystery of the Mucus Plug | South Shore Health,"""If you never cross paths with your mucus plug, don’t worry! Many women never see it and that’s completely normal too.""",https://www.southshorehealth.org/wellness/blog/mystery-mucus-plug
,There may be circumstances where the loss of the mucus plug should be a cause for concern.,3,TRUE,"Mucus Plug: What It Is, Looks Like & Means","""If you suspect you lost your mucus plug before 37 weeks of pregnancy, it's best to contact your healthcare provider. This could be a sign of early labor or other pregnancy complication.""",https://my.clevelandclinic.org/health/symptoms/21606-mucus-plug
,There may be a difference in the loss of the mucus plug during a first pregnancy versus subsequent pregnancies.,2,Unsure,The Mystery of the Mucus Plug | South Shore Health,"""During pregnancy, your cervix secretes mucus to keep the area moist. Eventually, the mucus forms a plug that sits at the opening of your cervix to act as an extra barrier to protect the baby that is growing in your uterus.""",https://www.southshorehealth.org/wellness/blog/mystery-mucus-plug
When can I start giving my baby food?,My baby's nutritional needs change as they develop.,4,TRUE,Infant and young child feeding,"""Around the age of 6 months, an infant’s need for energy and nutrients starts to exceed what is provided by breast milk, and complementary foods are necessary to meet those needs. An infant of this age is also developmentally ready for other foods.""",https://www.who.int/news-room/fact-sheets/detail/infant-and-young-child-feeding
,At some point my baby will start to transition from breastmilk or formula to other foods.,5 (Very Plausible),TRUE,https://www.cdc.gov/nutrition/infantandtoddlernutrition/foods-and-drinks/when-to-introduce-solid-foods.html ,"""The Dietary Guidelines for Americans and the American Academy of Pediatrics recommend children be introduced to foods other than breast milk or infant formula when they are about 6 months old.""",https://www.cdc.gov/nutrition/infantandtoddlernutrition/foods-and-drinks/when-to-introduce-solid-foods.html 
,I will change what my baby eats at a certain stage in their development.,4,TRUE,"First Bites—Why, When, and What Solid Foods to Feed Infants - PMC","""The American Academy of Pediatrics, the American College of Obstetrics and Gynecology and the American Academy of Family Physicians all recommend solid foods be introduced at approximately six months of age""",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8032951/
,My baby will transition to solid foods at a specific age.,5 (Very Plausible),TRUE,"When, What, and How to Introduce Solid Foods | Nutrition | CDC","""Your child can begin eating solid foods at about 6 months old. """,https://www.cdc.gov/nutrition/infantandtoddlernutrition/foods-and-drinks/when-to-introduce-solid-foods.html
,There are signs or behaviors that indicate my baby is ready to start eating solid foods.,4,TRUE,https://www.cdc.gov/nutrition/infantandtoddlernutrition/foods-and-drinks/when-to-introduce-solid-foods.html ,"""You can look for these signs that your child is developmentally ready.
Your child:
Sits up alone or with support.
Is able to control head and neck.
Opens the mouth when food is offered.
Swallows food rather than pushes it back out onto the chin.
Brings objects to the mouth.
Tries to grasp small objects, such as toys or food.
Transfers food from the front to the back of the tongue to swallow.""",https://www.cdc.gov/nutrition/infantandtoddlernutrition/foods-and-drinks/when-to-introduce-solid-foods.html 
,There are recommended signs that indicate my baby is ready for solid foods.,4,TRUE,How to Know When Your Baby Is Ready for Solids - Penn Medicine Lancaster General Health,"""There are a few signs that your baby is likely ready:
They can sit up on their own...
Baby has good neck control...
Starts bringing objects to their mouth...
Seems interested in what you’re eating...""",https://www.lancastergeneralhealth.org/health-hub-home/motherhood/the-first-year/how-to-know-when-your-baby-is-ready-for-solids
,There is a specific age at which I can start introducing solid foods to my baby.,5 (Very Plausible),TRUE,How to Know When Your Baby Is Ready for Solids - Penn Medicine Lancaster General Health,"""between ages 4 and 6 months, many babies are developmentally ready to start trying solids""",https://www.lancastergeneralhealth.org/health-hub-home/motherhood/the-first-year/how-to-know-when-your-baby-is-ready-for-solids
,There is a recommended feeding schedule when introducing solid foods to my baby.,4,TRUE,https://www.albertahealthservices.ca/assets/info/nutrition/if-nfs-feeding-guide-starting-solid-foods.pdf ,"""Start offering baby solid foods 1 time each day and increase to 3 times each day.""",https://www.albertahealthservices.ca/assets/info/nutrition/if-nfs-feeding-guide-starting-solid-foods.pdf 
,There are specific solid foods that should be introduced to my baby first.,3,FALSE,https://www.cdc.gov/nutrition/infantandtoddlernutrition/foods-and-drinks/when-to-introduce-solid-foods.html ,"""The American Academy of Pediatrics says that for most children, you do not need to give foods in a certain order.""",https://www.cdc.gov/nutrition/infantandtoddlernutrition/foods-and-drinks/when-to-introduce-solid-foods.html 
,There is a way to balance breastfeeding or formula feeding with the introduction of solid foods.,3,TRUE,Your baby’s first foods: Mini Parenting Master Class,"""You should absolutely continue to breastfeed. It’s currently recommended that breastfeeding is continued for at least two years and perhaps, even beyond. In a sense, breast milk and the nutrients that breast milk provides is the basis of good nutrition for babies. And the first foods are adding in other critical missing nutrients that babies need for their bodies and brains to grow.""",https://www.unicef.org/bangladesh/en/parenting-bd/food-and-nutrition/your-babys-first-foods?gclid=CjwKCAiA1MCrBhAoEiwAC2d64ZLbcF8qYUHaIYHW3J__gZlEsubrXEcox6-FClGP6sollfI1t2ueLhoC-I8QAvD_BwE
How often do babies feet grow?,Babies' feet start to experience noticeable growth at a certain age.,4,Unsure,"Baby’s Feet – Development, Problems and Foot Care","""You can expect the baby’s feet to grow by three sizes and then measure half of the length of their eventual adult foot by their first birthday only!""",https://kauveryhospital.com/blog/paediatrics/babys-feet-development-problems-and-foot-care/
,There is a general pattern or timeframe for how often a baby's feet will grow during the first year.,4,Unsure,Babies and children's feet - BDCT,"""Your child’s foot grows rapidly during their first year, reaching almost half of their adult foot size. This usually happens in spurts, not at a steady pace. The first year can be very important in the development of your child’s feet.""",https://www.bdct.nhs.uk/babies-and-childrens-feet/
,Factors like genetics may influence how fast a baby's feet will grow.,3,Unsure,Development of the infant foot as a load bearing structure: study protocol for a longitudinal evaluation (the Small Steps study),"""Additional variables which impact on the development of the foot (gender, ethnicity and body weight)...""",https://jfootankleres.biomedcentral.com/articles/10.1186/s13047-018-0273-2
,There may be noticeable signs or behaviors in a baby that indicate their feet are going through a growth phase.,3,Unsure,Growth Spurts & Baby Growth Spurts — What They Are & What To Do,"""Other signs of a growth spurt include:
Decrease or increase in appetite.
Fussiness or emotional outbursts.""",https://my.clevelandclinic.org/health/diseases/22070-growth-spurts
,There may be specific measurements or benchmarks parents can use to track their baby's foot growth.,3,Unsure,Children's Feet: How They Grow | Institute for Preventive Foothealth (IPFH),"""They should be measured every time new footwear and any inserts or orthotics are purchased.""",https://www.ipfh.org/foot-care-essentials/childrens-feet-how-they-grow
,Babies' feet grow regularly over time.,3,FALSE,Children's Feet: How They Grow | Institute for Preventive Foothealth (IPFH),"""Under 15 months: a child’s footwear  increased by 1/2 size about every two months;
From 15 months to two years:  1/2 size increase occurred every two to three months...""",https://www.ipfh.org/foot-care-essentials/childrens-feet-how-they-grow
,Babies' feet grow at a different rate than other age groups.,2,Unsure,https://www.apma.org/files/ProductPDFs/Children%27s_FootHealth.pdf,"""A child’s feet grow rapidly during the first year.""",https://www.apma.org/files/ProductPDFs/Children%27s_FootHealth.pdf
,Parents will need to change their baby's socks and shoes often based on their feet growth.,3,TRUE,https://www.apma.org/files/ProductPDFs/Children%27s_FootHealth.pdf,"""As a child’s feet continue to develop, it may be
necessary to change their shoe and sock size every
few months to allow room for the feet to grow.""",https://www.apma.org/files/ProductPDFs/Children%27s_FootHealth.pdf
How do you know if you're having contractions?,There is a way to know if you are having contractions.,5 (Very Plausible),TRUE,https://www.mayoclinic.org/healthy-lifestyle/labor-and-delivery/in-depth/stages-of-labor/art-20046545 ,"""he first stage of labor and birth occurs when you begin to feel persistent contractions. These contractions become stronger, more regular and more frequent over time.""",https://www.mayoclinic.org/healthy-lifestyle/labor-and-delivery/in-depth/stages-of-labor/art-20046545 
,Contractions are different from regular pregnancy discomfort.,5 (Very Plausible),TRUE,https://www.mayoclinic.org/healthy-lifestyle/labor-and-delivery/in-depth/stages-of-labor/art-20046545 ,"""During active labor, your cervix will dilate from 6 centimeters (cm) to 10 cm. Your contractions will become stronger, closer together and regular. Your legs might cramp, and you might feel nauseated. You might feel your water break — if it hasn't already — and experience increasing pressure in your back.""",https://www.mayoclinic.org/healthy-lifestyle/labor-and-delivery/in-depth/stages-of-labor/art-20046545 
,Contractions can start gradually or suddenly.,3,Unsure,https://www.mayoclinic.org/healthy-lifestyle/labor-and-delivery/in-depth/stages-of-labor/art-20046545 ,"""For first-time moms, the average length varies from hours to days. It's often shorter for subsequent deliveries.""",https://www.mayoclinic.org/healthy-lifestyle/labor-and-delivery/in-depth/stages-of-labor/art-20046545 
,There may be signs or symptoms accompanying contractions.,4,TRUE,https://www.mayoclinic.org/healthy-lifestyle/labor-and-delivery/in-depth/stages-of-labor/art-20046545 ,"""You'll likely feel mild, irregular contractions. As your cervix begins to open, you might notice a clear pink or slightly bloody discharge from your vagina. This is likely the mucus plug that blocks the cervical opening during pregnancy.""",https://www.mayoclinic.org/healthy-lifestyle/labor-and-delivery/in-depth/stages-of-labor/art-20046545 
,The pain of a contraction may be different from other types of pain.,4,Unsure,"Stages of labor and birth: Baby, it's time! - Mayo Clinic","""The last part of active labor — often referred to as transition — can be particularly intense and painful. Contractions will come close together and can last 60 to 90 seconds. You'll experience pressure in your lower back and rectum.""",https://www.mayoclinic.org/healthy-lifestyle/labor-and-delivery/in-depth/stages-of-labor/art-20046545
,There may be variations in the intensity of contractions.,4,TRUE,https://www.mayoclinic.org/healthy-lifestyle/labor-and-delivery/in-depth/stages-of-labor/art-20046545 ,"""If you're having an uncomplicated pregnancy, you may spend most of your early labor at home until your contractions start to increase in frequency and intensity.""",https://www.mayoclinic.org/healthy-lifestyle/labor-and-delivery/in-depth/stages-of-labor/art-20046545 
,Contractions may feel different during early labor compared to active labor.,4,TRUE,"Stages of labor and birth: Baby, it's time! - Mayo Clinic ","""During early labor, your cervix dilates and effaces. You'll likely feel mild, irregular contractions... During active labor, your cervix will dilate from 6 centimeters (cm) to 10 cm. Your contractions will become stronger, closer together and regular.""
",https://www.mayoclinic.org/healthy-lifestyle/labor-and-delivery/in-depth/stages-of-labor/art-20046545
Can I give my 6 month old food?,There is a recommended age to start introducing solid foods to a baby.,5 (Very Plausible),TRUE,Foods and Drinks for 6 to 24 Month Olds | Nutrition | CDC ,"""When your child is about 6 months old, you can start introducing him or her to foods and drinks other than breast milk and infant formula.""",https://www.cdc.gov/nutrition/infantandtoddlernutrition/foods-and-drinks/index.html
,There are signs that can indicate if a baby is ready for solid food.,4,TRUE,"When, What, and How to Introduce Solid Foods | Nutrition | CDC ","""You can look for these signs that your child is developmentally ready...
Sits up alone or with support.
Is able to control head and neck.
Opens the mouth when food is offered.
Swallows food rather than pushes it back out onto the chin.
Brings objects to the mouth.
Tries to grasp small objects, such as toys or food.
Transfers food from the front to the back of the tongue to swallow.""",https://www.cdc.gov/nutrition/infantandtoddlernutrition/foods-and-drinks/when-to-introduce-solid-foods.html
,There are specific types of foods that are appropriate for a 6-month-old baby.,5 (Very Plausible),TRUE,"When, What, and How to Introduce Solid Foods | Nutrition | CDC ","""Let your child try one single-ingredient food at a time at first. This helps you see if your child has any problems with that food, such as food allergies. Wait 3 to 5 days between each new food. Before you know it, your child will be on his or her way to eating and enjoying lots of new foods.""",https://www.cdc.gov/nutrition/infantandtoddlernutrition/foods-and-drinks/when-to-introduce-solid-foods.html
,There may be certain solid foods that should be avoided when introducing them to a 6-month-old.,3,TRUE,Foods and Drinks to Avoid or Limit | Nutrition | CDC,"""Honey before 12 months may cause a serious type of food poisoning called botulism. Before your child is 12 months old, do not give him or her any honey...  Unpasteurized drinks or foods (such as juices, milks, yogurt, or cheeses) may put your child at risk for a harmful bacteria that can cause severe diarrhea... Cow’s milk before 12 months old may put your baby at risk for intestinal bleeding. ""","https://www.cdc.gov/nutrition/infantandtoddlernutrition/foods-and-drinks/foods-and-drinks-to-limit.html#:~:text=than%20100%25%20juice.-,Children%20younger%20than%2024%20months%20old%20should%20avoid%20added%20sugars,foods%20are%20high%20in%20salt."
,There is a recommended amount of solid food to offer a 6-month-old during feeding.,3,TRUE,How Much and How Often To Feed | Nutrition | CDC ,"""Start small. Give 1 or 2 tablespoons of food, and watch for signs that he or she is still hungry or full.
Balance. Solid foods are introduced over time and will gradually become a bigger part of his or her diet.
Feeding. Give your child something to eat or drink about every 2 to 3 hours, or about 5 or 6 times a day. This will give your child about 3 meals and 2 to 3 snacks every day.""",https://www.cdc.gov/nutrition/InfantandToddlerNutrition/foods-and-drinks/how-much-and-how-often.html
